Port_IDs,ROI,PnL,Sharpe_Ratio,Win_Rate,Win_Positions,Total_Positions
4012994295026226176,2500.33664614,2500.33664614,99.85382733067735,0.4003189792663477,251,627
3960874214179953664,19567.47128569,19567.47128569,400.1703592242087,0.5156838143036386,1233,2391
4040843843196854529,2151.70406,2151.70406,280.1280083244173,0.3220338983050847,19,59
3991414786174551297,1787.98771569,1787.98771569,101.38748173041161,0.2990353697749196,93,311
3932103299427844097,3860.30970535,3860.30970535,75.86756116475242,0.3005021243723445,778,2589
3966142151544441601,4883.80077594,4883.80077594,111.11031491389575,0.5320910973084886,1028,1932
3910887259807777281,1803.3020100100002,1803.3020100100002,208.22738018189335,0.22666666666666666,17,75
3887577207880438784,2417.51403674,2417.51403674,31.080737618045788,0.4781818181818182,2893,6050
4037179073830813185,2331.43490998,2331.43490998,272.87381647716666,0.4246575342465753,31,73
4021243448368889856,1498.1937579,1498.1937579,19.261508468044486,0.3785123966942149,2290,6050
4004410127575640832,2905.76386668,2905.76386668,129.04950389455277,0.34516765285996054,175,507
4006366295148391425,3018.5418057,3018.5418057,115.67077332415333,0.17180616740088106,117,681
3939318616482048768,9775.38910984,9775.38910984,550.7807798538721,0.3746031746031746,118,315
4000877324693233921,-836.1005588599996,-836.1005588599996,-10.74931590770487,0.44859504132231404,2714,6050
3879821005658659073,4268.00656095,4268.00656095,144.5329396613349,0.33142201834862384,289,872
3993014919980212480,3078.66301039,3078.66301039,116.78034433227587,0.4762589928057554,331,695
4030626027667524352,3796.34803991,3796.34803991,248.70702933033425,0.4978540772532189,116,233
4037073643537925121,1540.4004996200001,1540.4004996200001,72.94007767344337,0.1860986547085202,83,446
3944658614777849089,2074.44997996,2074.44997996,309.24074474090907,0.4444444444444444,20,45
4020204877254599680,71998.85595307,71998.85595307,925.6523505834404,0.3294214876033058,1993,6050
3819545518395756033,980.06319996,980.06319996,118.85012038870359,0.38235294117647056,26,68
3931992636670880512,10374.96528998,10374.96528998,133.3856056567257,0.40165289256198344,2430,6050
4022641794255717633,2176.83382376,2176.83382376,27.98181089486488,0.43522802379378717,2634,6052
3672754654734989568,566.59765978,566.59765978,26.02469243194969,0.4430379746835443,210,474
4022565861939831809,14197.57707589,14197.57707589,534.7116871786542,0.5276595744680851,372,705
3942630767220672256,6611.89848042,6611.89848042,93.79758966843032,0.3829744415375327,1903,4969
4027747397961573889,2638.21944996,2638.21944996,123.0076161140408,0.45,207,460
3786761687746711808,205.02139999,205.02139999,22.640826078897227,0.45121951219512196,37,82
3999845462424248576,5843.15260681,5843.15260681,101.43995273258432,0.4349005424954792,1443,3318
4032403303704824321,2060.57051952,2060.57051952,137.98600803043234,0.5515695067264574,123,223
4035034554469394176,2517.32079973,2517.32079973,126.66015537203909,0.1670886075949367,66,395
3944088772635000577,7581.4919834,7581.4919834,97.3667997756844,0.4575292759360053,2774,6063
3946087913459823360,-40.66724167,-40.66724167,-0.5213320504511872,0.3171733771569433,1930,6085
4004713168329653760,1667.19861,1667.19861,320.85252209202326,0.07407407407407407,2,27
3930688517098515713,1947.24457347,1947.24457347,114.74248687744529,0.4861111111111111,140,288
3949329502284748801,425.96505788999997,425.96505788999997,21.737438335116618,0.1875,72,384
3784403294629753856,2521.81430468,2521.81430468,32.421672649681206,0.3023140495867769,1829,6050
3977078013600312321,4622.3514376,4622.3514376,65.2525718211258,0.32642487046632124,1638,5018
4013955990069013504,1690.02704985,1690.02704985,89.32070504530093,0.659217877094972,236,358
3951723256343550465,5260.02286389,5260.02286389,89.59153761066636,0.3524804177545692,1215,3447
3858510226868015873,-280.97295039,-280.97295039,-8.902968620177704,0.24397590361445784,243,996
4030708912786799105,1612.84376999,1612.84376999,208.21723537352185,0.03333333333333333,2,60
4030635536196756737,2581.61417484,2581.61417484,71.76690193318353,0.5247295208655333,679,1294
4030392204221219329,1347.75800996,1347.75800996,146.1848810646919,0.09411764705882353,8,85
4008711265867865600,11298.70638977,11298.70638977,569.2206045597828,0.4213197969543147,166,394
3962024093501274881,9314.494060179999,9314.494060179999,261.0628460378936,0.26472898664571876,337,1273
4039279455324236544,1038.80741926,1038.80741926,57.44618154975281,0.5535168195718655,181,327
4029507714735307777,1537.89995998,1537.89995998,211.24680579951908,0.03773584905660377,2,53
4031408429897920512,1351.26659997,1351.26659997,149.2224327686563,0.04878048780487805,4,82
4016164457907769600,3742.6873197200002,3742.6873197200002,140.26313740665626,0.4353932584269663,310,712
3865845304835489536,1406.06618669,1406.06618669,47.344711209790916,0.5113378684807256,451,882
3733192481840423936,2923.97719988,2923.97719988,111.39465964103907,0.8026124818577649,553,689
3976088733682659585,5901.15009982,5901.15009982,111.24349241982165,0.43567874911158494,1226,2814
3953764659057081857,6048.86608919,6048.86608919,250.51843659776938,0.30874785591766724,180,583
3943533600390906881,2361.42457205,2361.42457205,56.304247466959815,0.5480386583285958,964,1759
3907081197088384000,18015.99737026,18015.99737026,280.10157401957156,0.6139714769156394,2540,4137
3886752488982104320,7195.17832464,7195.17832464,203.591828433214,0.745396317053643,931,1249
4031673021422897664,1984.71719999,1984.71719999,131.15380423965362,0.314410480349345,72,229
4037717032428033792,1897.3229995,1897.3229995,106.56427636974401,0.3217665615141956,102,317
3975392755164484097,2330.27031414,2330.27031414,54.48782217044603,0.2799343903772553,512,1829
3949214983441029120,1317.57755896,1317.57755896,19.576141174492555,0.369757174392936,1675,4530
3935808725185052672,2301.96412286,2301.96412286,55.586136361929334,0.3510204081632653,602,1715
4040382575336130560,0.0,0.0,0.0,0.0,0,76
3999240873283311617,42574.47367879,42574.47367879,633.117049152066,0.5232198142414861,2366,4522
3880920727367689984,-176.82699999000002,-176.82699999000002,-14.684683065266825,0.33793103448275863,49,145
3956048468100538880,1373.56489,1373.56489,259.5793648964136,0.7142857142857143,20,28
4038768306117031680,1741.91425988,1741.91425988,174.191425988,0.22,22,100
3826087012661391104,532.65697373,532.65697373,51.25494119479115,0.5833333333333334,63,108
3937714876784951296,1117.5308932100002,1117.5308932100002,49.43665612917531,0.3933463796477495,201,511
3993222640082269952,1884.46844302,1884.46844302,33.917243903265394,0.4645286686103013,1434,3087
3910983669796782848,6761.64804825,6761.64804825,267.2776071112762,0.428125,274,640
3952087967771302912,1032.60525986,1032.60525986,78.73541292328886,0.3372093023255814,58,172
4037511388357114368,3552.34051692,3552.34051692,115.07159661937641,0.4333683105981112,413,953
4023616625178799873,2087.77119301,2087.77119301,72.59891767010785,0.40991535671100365,339,827
3975304792994095360,2536.0810463,2536.0810463,51.362514593963716,0.4265791632485644,1040,2438
4017263283405469185,7141.36641939,7141.36641939,91.81288403797387,0.336198347107438,2034,6050
3818233536529843712,6419.60790714,6419.60790714,170.2987516114912,0.3391977480647431,482,1421
4039129759104249600,1264.28919972,1264.28919972,109.6277769438883,0.44360902255639095,59,133
3911997667197443328,605.72231024,605.72231024,75.71528878,0.46875,30,64
4008804082027254529,3332.73345887,3332.73345887,106.73289117865909,0.5405128205128205,527,975
3988187872032603905,2599.76167062,2599.76167062,35.921196109005884,0.3266513936617029,1711,5238
4000222729738650369,1803.62013328,1803.62013328,58.27232147491778,0.5605427974947808,537,958
3998659472131949824,1449.32593976,1449.32593976,119.53838878056334,0.4897959183673469,72,147
4028701921959171840,17601.40139824,17601.40139824,671.5353491482773,0.5429403202328966,373,687
4014818740371615232,2013.64751009,2013.64751009,87.54989174304347,0.20982986767485823,111,529
3768170840939476993,243.66889897,243.66889897,65.12325255415526,0.42857142857142855,6,14
